Date,Segment ID
"Sep 8, 2024, 12:04:08 PM",8010858
"Aug 16, 2021, 10:21:52 AM",9898845
"Aug 16, 2021, 10:21:52 AM",11949211
"Aug 16, 2021, 10:21:51 AM",5162449
"Apr 16, 2021, 5:33:18 AM",27624451
