Date of Birth,Weight,Functional Threshold Power,Maximum Heartrate,Athlete Type,Measurement Preference,Date Preference,Chart Preference,Email Language,Pace Zone Time,Pace Zone Distance,Default Leaderboard View
"Dec 21, 1996",110.0 kg,298 W,191,Cyclist,Metric,mm/dd/YYYY,Week,English (US),--:--,"",All
